nohup: ignoring input
Rotating training data by -20.00 degrees...
Rotating training data by -6.67 degrees...
Rotating training data by 6.67 degrees...
Rotating training data by 20.00 degrees...
 --- Neural Network Parameters -------------------------
Layer 1 size: 676, Layer 2 size: 169
Layer 3 size: 25, Layer 4 size: 10
Total neurons: 880
Total parameters: 648703
--------------------------------------------------------
[Epoch 000] Train Loss: 1.9585, Acc: 11.24%, Test Loss: 1.9582, Acc: 11.35%
[Epoch 290] Train Loss: 0.0024, Acc: 99.93%, Test Loss: 0.0460, Acc: 98.69%
[Epoch 300] Train Loss: 0.0016, Acc: 99.96%, Test Loss: 0.0442, Acc: 98.72%
[Epoch 310] Train Loss: 0.0027, Acc: 99.91%, Test Loss: 0.0453, Acc: 98.74%
[Epoch 320] Train Loss: 0.0019, Acc: 99.94%, Test Loss: 0.0471, Acc: 98.66%
[Epoch 330] Train Loss: 0.0031, Acc: 99.91%, Test Loss: 0.0498, Acc: 98.52%
[Epoch 340] Train Loss: 0.0066, Acc: 99.80%, Test Loss: 0.0521, Acc: 98.54%
[Epoch 350] Train Loss: 0.0016, Acc: 99.95%, Test Loss: 0.0441, Acc: 98.78%
[Epoch 360] Train Loss: 0.0023, Acc: 99.93%, Test Loss: 0.0476, Acc: 98.66%
[Epoch 370] Train Loss: 0.0026, Acc: 99.91%, Test Loss: 0.0490, Acc: 98.62%
[Epoch 380] Train Loss: 0.0014, Acc: 99.96%, Test Loss: 0.0463, Acc: 98.66%
[Epoch 390] Train Loss: 0.0022, Acc: 99.93%, Test Loss: 0.0456, Acc: 98.70%
[Epoch 400] Train Loss: 0.0013, Acc: 99.96%, Test Loss: 0.0441, Acc: 98.80%
[Epoch 410] Train Loss: 0.0017, Acc: 99.94%, Test Loss: 0.0440, Acc: 98.77%
[Epoch 420] Train Loss: 0.0008, Acc: 99.97%, Test Loss: 0.0449, Acc: 98.70%
[Epoch 430] Train Loss: 0.0013, Acc: 99.96%, Test Loss: 0.0441, Acc: 98.75%
[Epoch 440] Train Loss: 0.0016, Acc: 99.95%, Test Loss: 0.0482, Acc: 98.63%
[Epoch 450] Train Loss: 0.0015, Acc: 99.95%, Test Loss: 0.0478, Acc: 98.64%
[Epoch 460] Train Loss: 0.0007, Acc: 99.98%, Test Loss: 0.0448, Acc: 98.70%
[Epoch 470] Train Loss: 0.0006, Acc: 99.98%, Test Loss: 0.0504, Acc: 98.53%
[Epoch 480] Train Loss: 0.0011, Acc: 99.96%, Test Loss: 0.0457, Acc: 98.73%
[Epoch 490] Train Loss: 0.0015, Acc: 99.95%, Test Loss: 0.0486, Acc: 98.67%
[Epoch 500] Train Loss: 0.0009, Acc: 99.97%, Test Loss: 0.0440, Acc: 98.77%
[Epoch 510] Train Loss: 0.0010, Acc: 99.97%, Test Loss: 0.0450, Acc: 98.75%
[Epoch 520] Train Loss: 0.0011, Acc: 99.97%, Test Loss: 0.0425, Acc: 98.83%
[Epoch 530] Train Loss: 0.0007, Acc: 99.98%, Test Loss: 0.0432, Acc: 98.80%
[Epoch 540] Train Loss: 0.0009, Acc: 99.97%, Test Loss: 0.0414, Acc: 98.84%
[Epoch 550] Train Loss: 0.0009, Acc: 99.97%, Test Loss: 0.0432, Acc: 98.76%
[Epoch 560] Train Loss: 0.0007, Acc: 99.98%, Test Loss: 0.0424, Acc: 98.83%
[Epoch 570] Train Loss: 0.0010, Acc: 99.97%, Test Loss: 0.0434, Acc: 98.78%
[Epoch 580] Train Loss: 0.0006, Acc: 99.98%, Test Loss: 0.0431, Acc: 98.81%
[Epoch 590] Train Loss: 0.0008, Acc: 99.97%, Test Loss: 0.0424, Acc: 98.85%
[Epoch 600] Train Loss: 0.0008, Acc: 99.98%, Test Loss: 0.0433, Acc: 98.82%
[Epoch 610] Train Loss: 0.0010, Acc: 99.97%, Test Loss: 0.0469, Acc: 98.70%
[Epoch 620] Train Loss: 0.0006, Acc: 99.98%, Test Loss: 0.0442, Acc: 98.82%
[Epoch 630] Train Loss: 0.0004, Acc: 99.98%, Test Loss: 0.0435, Acc: 98.80%
[Epoch 640] Train Loss: 0.0006, Acc: 99.98%, Test Loss: 0.0462, Acc: 98.75%
[Epoch 650] Train Loss: 0.0015, Acc: 99.95%, Test Loss: 0.0461, Acc: 98.72%
[Epoch 660] Train Loss: 0.0007, Acc: 99.98%, Test Loss: 0.0458, Acc: 98.70%
[Epoch 670] Train Loss: 0.0006, Acc: 99.98%, Test Loss: 0.0458, Acc: 98.71%
[Epoch 680] Train Loss: 0.0009, Acc: 99.97%, Test Loss: 0.0429, Acc: 98.83%
[Epoch 690] Train Loss: 0.0007, Acc: 99.98%, Test Loss: 0.0434, Acc: 98.81%
[Epoch 700] Train Loss: 0.0004, Acc: 99.99%, Test Loss: 0.0415, Acc: 98.90%
[Epoch 710] Train Loss: 0.0002, Acc: 100.00%, Test Loss: 0.0438, Acc: 98.79%
[Epoch 720] Train Loss: 0.0004, Acc: 99.99%, Test Loss: 0.0432, Acc: 98.83%
[Epoch 730] Train Loss: 0.0007, Acc: 99.97%, Test Loss: 0.0431, Acc: 98.77%
[Epoch 740] Train Loss: 0.0008, Acc: 99.97%, Test Loss: 0.0428, Acc: 98.83%
[Epoch 750] Train Loss: 0.0006, Acc: 99.98%, Test Loss: 0.0453, Acc: 98.80%
[Epoch 760] Train Loss: 0.0004, Acc: 99.99%, Test Loss: 0.0454, Acc: 98.78%
[Epoch 770] Train Loss: 0.0004, Acc: 99.98%, Test Loss: 0.0414, Acc: 98.83%
[Epoch 780] Train Loss: 0.0003, Acc: 99.99%, Test Loss: 0.0429, Acc: 98.80%
[Epoch 790] Train Loss: 0.0012, Acc: 99.97%, Test Loss: 0.0444, Acc: 98.79%
[Epoch 800] Train Loss: 0.0004, Acc: 99.99%, Test Loss: 0.0456, Acc: 98.73%
[Epoch 810] Train Loss: 0.0004, Acc: 99.98%, Test Loss: 0.0437, Acc: 98.81%
[Epoch 820] Train Loss: 0.0007, Acc: 99.98%, Test Loss: 0.0438, Acc: 98.81%
[Epoch 830] Train Loss: 0.0004, Acc: 99.98%, Test Loss: 0.0438, Acc: 98.78%
[Epoch 840] Train Loss: 0.0004, Acc: 99.99%, Test Loss: 0.0440, Acc: 98.77%
[Epoch 850] Train Loss: 0.0007, Acc: 99.97%, Test Loss: 0.0446, Acc: 98.73%
[Epoch 860] Train Loss: 0.0004, Acc: 99.98%, Test Loss: 0.0429, Acc: 98.77%
[Epoch 870] Train Loss: 0.0005, Acc: 99.98%, Test Loss: 0.0432, Acc: 98.83%
[Epoch 880] Train Loss: 0.0005, Acc: 99.98%, Test Loss: 0.0414, Acc: 98.86%
[Epoch 890] Train Loss: 0.0006, Acc: 99.98%, Test Loss: 0.0439, Acc: 98.80%
[Epoch 900] Train Loss: 0.0004, Acc: 99.98%, Test Loss: 0.0405, Acc: 98.90%
[Epoch 910] Train Loss: 0.0004, Acc: 99.98%, Test Loss: 0.0417, Acc: 98.87%
[Epoch 920] Train Loss: 0.0004, Acc: 99.98%, Test Loss: 0.0441, Acc: 98.81%
[Epoch 930] Train Loss: 0.0008, Acc: 99.97%, Test Loss: 0.0443, Acc: 98.78%
[Epoch 940] Train Loss: 0.0004, Acc: 99.98%, Test Loss: 0.0439, Acc: 98.79%
[Epoch 950] Train Loss: 0.0004, Acc: 99.98%, Test Loss: 0.0429, Acc: 98.82%
[Epoch 960] Train Loss: 0.0005, Acc: 99.98%, Test Loss: 0.0446, Acc: 98.77%
[Epoch 970] Train Loss: 0.0005, Acc: 99.98%, Test Loss: 0.0453, Acc: 98.77%
[Epoch 980] Train Loss: 0.0004, Acc: 99.98%, Test Loss: 0.0418, Acc: 98.85%
[Epoch 990] Train Loss: 0.0005, Acc: 99.98%, Test Loss: 0.0435, Acc: 98.80%
[Epoch 1000] Train Loss: 0.0005, Acc: 99.98%, Test Loss: 0.0437, Acc: 98.82%
[Epoch 1010] Train Loss: 0.0003, Acc: 99.99%, Test Loss: 0.0425, Acc: 98.87%
[Epoch 1020] Train Loss: 0.0003, Acc: 99.99%, Test Loss: 0.0398, Acc: 98.90%
